Name,Completion Status,Platforms,Sources
Sonic the Hedgehog 4: Episode II,2 - Not Played,PlayStation 3,Standalone
Sonic the Hedgehog 4: Episode II,2 - Not Played,PC (Windows),Steam
Sonic the Hedgehog Chaos | Sonic & Tails,2 - Not Played,Game Gear,RetroAchievements
Sonic the Hedgehog Spinball,2 - Not Played,Game Gear,RetroAchievements
Sonic the Hedgehog Spinball,2 - Not Played,Genesis/Mega Drive,RetroAchievements
Sonic the Hedgehog: Genesis,2 - Not Played,Game Boy Advance,RetroAchievements
Sonic The Hedgehog: Pocket Adventure,2 - Not Played,Neo Geo Pocket,RetroAchievements
Sonic the Hedgehog: Triple Trouble | Sonic & Tails 2,2 - Not Played,Game Gear,RetroAchievements
Sonic Unleashed,2 - Not Played,PlayStation 2,RetroAchievements
Sonic Unleashed,2 - Not Played,PlayStation 3,Standalone
Sonic World Adventure,2 - Not Played,PlayStation 3,Standalone
"Sonic's Ultimate Genesis Collection",2 - Not Played,PlayStation 3,Standalone
Sonny with a Chance,2 - Not Played,Nintendo DS,RetroAchievements
"Sonny X'Press",2 - Not Played,Watara Supervision,RetroAchievements
Sons of Triskelion,2 - Not Played,PC (Windows),Steam
"Sorcerer's Kingdom",2 - Not Played,Genesis/Mega Drive,RetroAchievements
Sorcery,2 - Not Played,PlayStation 3,Standalone
Sorcery Saga: Curse of the Great Curry God,2 - Not Played,PlayStation Vita,Standalone
Sorcery+,2 - Not Played,Amstrad CPC,RetroAchievements
"Sorry, James",2 - Not Played,PC (Windows),Steam
SOS | Septentrion,2 - Not Played,SNES/Super Famicom,RetroAchievements
Soukoban,2 - Not Played,SG-1000,RetroAchievements
Soul Blade,2 - Not Played,PlayStation,RetroAchievements
Soul Blazer,2 - Not Played,SNES/Super Famicom,RetroAchievements
Soul Eater: Battle Resonance,2 - Not Played,PlayStation Portable,RetroAchievements
Soul Eater: Battle Resonance,2 - Not Played,PlayStation 2,RetroAchievements
Soul Hackers 2,2 - Not Played,PC (Windows),Steam
Soul In the Chamber,2 - Not Played,PC (Windows),Steam
Soul of Darkness,2 - Not Played,Nintendo DSi,RetroAchievements
Soul Sacrifice,2 - Not Played,PlayStation Vita,Standalone
SOUL SACRIFICE,2 - Not Played,PlayStation Vita,Standalone
SOUL SACRIFICE DELTA,2 - Not Played,PlayStation Vita,Standalone
Soul Tolerance,2 - Not Played,PC (Windows),Steam
Soulbringer,2 - Not Played,PC (Windows),Steam
Soulcalibur,2 - Not Played,Dreamcast,RetroAchievements
Soulcalibur II,2 - Not Played,PlayStation 2,RetroAchievements
Soulcalibur II,2 - Not Played,GameCube,RetroAchievements
SoulCalibur II HD Online​,2 - Not Played,PlayStation 3,Standalone
Soulcalibur III,2 - Not Played,PlayStation 2,RetroAchievements
SoulCalibur Lost Swords,2 - Not Played,PlayStation 3,Standalone
SoulCalibur V​,2 - Not Played,PlayStation 3,Standalone
SoulCalibur VI,2 - Not Played,PC (Windows),Steam
SoulCalibur: Broken Destiny,2 - Not Played,PlayStation Portable,RetroAchievements
SoulCraft,2 - Not Played,PC (Windows),Steam
Souldiers,2 - Not Played,PC (Windows),Steam
"Soul's Spectrum: Awakening",2 - Not Played,PC (Windows),Steam
Soulstice,2 - Not Played,PC (Windows),Steam
Soulstone Survivors: Prologue,2 - Not Played,PC (Windows),Steam
SoulWorker,2 - Not Played,PC (Windows),Steam
Sound Shapes,2 - Not Played,PlayStation Vita,Standalone
Sound Shapes,2 - Not Played,PlayStation 3,Standalone
Soundfall,2 - Not Played,PC (Windows),Steam
Source Filmmaker,7 - Cannot Play,PC (Windows),Steam
South Park,2 - Not Played,Nintendo 64,RetroAchievements
South Park Rally,2 - Not Played,Nintendo 64,RetroAchievements
South Park The Fractured But Whole,2 - Not Played,PC (Windows),Steam
"South Park: Chef's Luv Shack",2 - Not Played,Nintendo 64,RetroAchievements
South Park: The Stick of Truth,2 - Not Played,PlayStation 3,Standalone
South Park: The Stick of Truth,2 - Not Played,PC (Windows),Steam
South Scrimshaw Part One,2 - Not Played,PC (Windows),Steam
Soviet Hentai,2 - Not Played,PC (Windows),Steam
Soviet Jump Game,2 - Not Played,PC (Windows),Steam
Soviet Strike,2 - Not Played,PlayStation,RetroAchievements
SPACE / MECH / PILOT,2 - Not Played,PC (Windows),Steam
Space Ace,2 - Not Played,PlayStation 3,Standalone
Space Ace,2 - Not Played,Atari Jaguar CD,RetroAchievements
Space Age,2 - Not Played,Uzebox,RetroAchievements
Space Armor,2 - Not Played,SG-1000,RetroAchievements
Space Bear,2 - Not Played,PC (Windows),Steam
Space Channel 5,2 - Not Played,Dreamcast,RetroAchievements
Space Channel 5 Part 2,2 - Not Played,PlayStation 3,Standalone
Space Channel 5: Part 2,2 - Not Played,Dreamcast,RetroAchievements
Space Channel 5: Part 2,4 - Beaten,PC (Windows),Steam
"Space Channel 5: Ulala's Cosmic Attack",2 - Not Played,Game Boy Advance,RetroAchievements
Space Crew,2 - Not Played,PC (Windows),Steam
Space Elite Force,4 - Beaten,PC (Windows),Steam
Space Elite Force II,2 - Not Played,PC (Windows),Steam
Space Empires IV Deluxe,2 - Not Played,PC (Windows),Steam
Space Fighter,2 - Not Played,Watara Supervision,RetroAchievements
Space Flex,2 - Not Played,PC (Windows),Steam
Space Gladiators: The Hole,2 - Not Played,PC (Windows),Steam
Space Harrier,2 - Not Played,32X,RetroAchievements
Space Harrier,2 - Not Played,Master System,RetroAchievements
Space Harrier,2 - Not Played,PC Engine/TurboGrafx-16,RetroAchievements
Space Harrier II,2 - Not Played,Genesis/Mega Drive,RetroAchievements
Space Haven,2 - Not Played,PC (Windows),Steam
Space Hero Line,2 - Not Played,PC (Windows),Steam
Space Hulk,2 - Not Played,PlayStation Vita,Standalone
Space Hulk,2 - Not Played,PlayStation 3,Standalone
SPACE HULK,2 - Not Played,PlayStation 3,Standalone
Space Hulk: Deathwing,2 - Not Played,PC (Windows),Steam
Space Hulk: Deathwing - Enhanced Edition,2 - Not Played,PC (Windows),Steam
Space Invaders,2 - Not Played,WonderSwan,RetroAchievements
Space Invaders,2 - Not Played,PlayStation,RetroAchievements
Space Invaders,2 - Not Played,Arcade,RetroAchievements
Space Invaders,2 - Not Played,NES/Famicom,RetroAchievements
Space Invaders,2 - Not Played,Game Boy,RetroAchievements
Space Invaders,2 - Not Played,Game Boy Color,RetroAchievements
Space Invaders,2 - Not Played,SG-1000,RetroAchievements
Space Invaders,2 - Not Played,Uzebox,RetroAchievements
Space Invaders,2 - Not Played,Atari 2600,RetroAchievements
"Space Invaders '91",2 - Not Played,Genesis/Mega Drive,RetroAchievements
Space Invaders 95: The Attack of Lunar Loonies | Akkanbeder,2 - Not Played,Arcade,RetroAchievements
SPACE INVADERS INFINITY GENE,2 - Not Played,PlayStation 3,Standalone
Space Invaders Revolution,2 - Not Played,Nintendo DS,RetroAchievements
Space Invaders: Virtual Collection,2 - Not Played,Virtual Boy,RetroAchievements
Space Mages: Dimension 33,2 - Not Played,PC (Windows),Steam
Space Manbow,2 - Not Played,MSX,RetroAchievements
Space Megaforce | Super Aleste,2 - Not Played,SNES/Super Famicom,RetroAchievements
Space Merchant,2 - Not Played,PC (Windows),Steam
Space Mission,2 - Not Played,Arcadia 2001,RetroAchievements
Space Mountain,2 - Not Played,SG-1000,RetroAchievements
SPACE OVERLORDS,2 - Not Played,PlayStation Vita,Standalone
Space Pressure 3D: Prelude,2 - Not Played,PC (Windows),Steam
Space Quest Collection,2 - Not Played,PC (Windows),Steam
Space Quest: Chapter 1 - The Sarien Encounter,2 - Not Played,Apple II,RetroAchievements
Space Rangers HD: A War Apart,2 - Not Played,PC (Windows),Steam
Space Redemption,2 - Not Played,PC (Windows),Steam
Space Run,2 - Not Played,PC (Windows),Steam
Space Shuttle Project,2 - Not Played,NES/Famicom,RetroAchievements
Space Slalom,2 - Not Played,SG-1000,RetroAchievements
Space Smash,2 - Not Played,PC (Windows),Steam
Space Squadron,2 - Not Played,Arcadia 2001,RetroAchievements
Space Squash,2 - Not Played,Virtual Boy,RetroAchievements
Space Station Silicon Valley,2 - Not Played,Nintendo 64,RetroAchievements
Space Subtraction,2 - Not Played,Apple II,RetroAchievements
Space Survival,2 - Not Played,PC (Windows),Steam
Space Tower Defense,2 - Not Played,PC (Windows),Steam
Space Travel Idle,2 - Not Played,PC (Windows),Steam
Space War: Infinity,5 - Mastered,PC (Windows),Steam
Space Wars,2 - Not Played,Vectrex,RetroAchievements
Space Will:Prologue,7 - Cannot Play,PC (Windows),Steam
Spacebase Startopia,2 - Not Played,PC (Windows),Steam
SpaceChem,2 - Not Played,PC (Windows),Steam
Spaceflight Factory : Prologue,2 - Not Played,PC (Windows),Steam
SpaceFoes,2 - Not Played,PC (Windows),Steam
Spacejacked,2 - Not Played,PlayStation Vita,Standalone
"Spacelines from the Far Out - Captain's Prologue",2 - Not Played,PC (Windows),Steam
SPACEPLAN,2 - Not Played,PC (Windows),Steam
Spandex Force: Champion Rising,2 - Not Played,PC (Windows),Steam
"Spanky's Quest",2 - Not Played,SNES/Super Famicom,RetroAchievements
"Spanky's Quest | Lucky Monkey",2 - Not Played,Game Boy,RetroAchievements
Spare Change,2 - Not Played,Apple II,RetroAchievements
Spare Parts,2 - Not Played,PlayStation 3,Standalone
Spark the Electric Jester,2 - Not Played,PC (Windows),Steam
Spark the Electric Jester 2,2 - Not Played,PC (Windows),Steam
Spark the Electric Jester 3,2 - Not Played,PC (Windows),Steam
Spark World,2 - Not Played,SNES/Super Famicom,RetroAchievements
Sparkle,2 - Not Played,PlayStation Vita,Standalone
Sparkle 2,2 - Not Played,PlayStation 3,Standalone
Sparkle 2,2 - Not Played,PlayStation Vita,Standalone
Sparkle Unleashed,2 - Not Played,PlayStation Vita,Standalone
Sparkle Unleashed,2 - Not Played,PlayStation 3,Standalone
Sparklite,2 - Not Played,PC (Windows),Steam
Sparkster,2 - Not Played,SNES/Super Famicom,RetroAchievements
Sparkster: Rocket Knight Adventures 2,2 - Not Played,Genesis/Mega Drive,RetroAchievements
Sparky Marky,2 - Not Played,PC (Windows),Steam
Spartacus Legends,2 - Not Played,PlayStation 3,Standalone
Spartan X 2,2 - Not Played,NES/Famicom,RetroAchievements
Spatter | Sanrin San Chan: Tricycle San,2 - Not Played,Arcade,RetroAchievements
Spawn: Armageddon,2 - Not Played,GameCube,RetroAchievements
Spearmint Goose,2 - Not Played,PC (Windows),Steam
Spec Ops: The Line,2 - Not Played,PlayStation 3,Standalone
Spectre Divide,2 - Not Played,PC (Windows),Steam
Spectrobes: Beyond the Portals,2 - Not Played,Nintendo DS,RetroAchievements
Speed Limit,2 - Not Played,PC (Windows),Steam
Speedball 2: Brutal Deluxe,2 - Not Played,Genesis/Mega Drive,RetroAchievements
Speedball 2: Evolution,2 - Not Played,PlayStation Portable,RetroAchievements
SpeedRunners,2 - Not Played,PC (Windows),Steam
Speedway + Spin-out + Crypto-logic,2 - Not Played,Magnavox Odyssey 2,RetroAchievements
Speedy Gonzales,2 - Not Played,Game Boy,RetroAchievements
Speedy Gonzales: Aztec Adventure,2 - Not Played,Game Boy Color,RetroAchievements
Speedy Gonzales: Los Gatos Bandidos,2 - Not Played,SNES/Super Famicom,RetroAchievements
Spellbound Survivors,5 - Mastered,PC (Windows),Steam
Spellbreak,2 - Not Played,PC (Windows),Steam
SpellForce 2 - Anniversary Edition,2 - Not Played,PC (Windows),Steam
SpellForce 3: Soul Harvest,2 - Not Played,PC (Windows),Steam
SpellForce 3: Versus,2 - Not Played,PC (Windows),Steam
SpellForce: Platinum Edition,2 - Not Played,PC (Windows),Steam
Spellgear,2 - Not Played,PC (Windows),Steam
Spellspire,2 - Not Played,PlayStation Vita,Standalone
Spellsword Cards: DungeonTop,2 - Not Played,PC (Windows),Steam
Spelunker,2 - Not Played,NES/Famicom,RetroAchievements
SPELUNKER,2 - Not Played,PlayStation 3,Standalone
SPELUNKER BLACK,2 - Not Played,PlayStation 3,Standalone
Spelunker Collection,2 - Not Played,PlayStation 3,Standalone
Spelunker Collection,2 - Not Played,PlayStation Vita,Standalone
SPELUNKER HD,2 - Not Played,PlayStation 3,Standalone
Spelunker Z • JP,2 - Not Played,PlayStation Vita,Standalone
Spelunky,2 - Not Played,PlayStation Vita,Standalone
Spelunky,2 - Not Played,PlayStation 3,Standalone
Spelunky 2,2 - Not Played,PC (Windows),Steam
Spelunky Classic,2 - Not Played,PC (Windows),Steam
Spelunx and the Caves of Mr. Seudo,2 - Not Played,PC (Windows),Steam
Spheroids,2 - Not Played,PlayStation Vita,Standalone
Spice & Wolf: My Year with Holo,2 - Not Played,Nintendo DS,RetroAchievements
Spider Fighter,2 - Not Played,Atari 2600,RetroAchievements
Spider: Rite of the Shrouded Moon,2 - Not Played,PlayStation Vita,Standalone
Spider: The Video Game,2 - Not Played,PlayStation,RetroAchievements
Spider-Man,2 - Not Played,Nintendo 64,RetroAchievements
Spider-Man,2 - Not Played,GameCube,RetroAchievements
Spider-Man,2 - Not Played,Game Boy Color,RetroAchievements
Spider-Man,2 - Not Played,PlayStation,RetroAchievements
Spider-Man,2 - Not Played,SNES/Super Famicom,RetroAchievements
Spider-Man,2 - Not Played,Game Boy Advance,RetroAchievements
Spider-Man,2 - Not Played,Dreamcast,RetroAchievements
Spider-Man,2 - Not Played,Atari 2600,RetroAchievements
Spider-Man,2 - Not Played,PlayStation 2,RetroAchievements
Spider-Man & Venom: Maximum Carnage,2 - Not Played,SNES/Super Famicom,RetroAchievements
Spider-Man & Venom: Maximum Carnage,2 - Not Played,Genesis/Mega Drive,RetroAchievements
Spider-Man 2,2 - Not Played,GameCube,RetroAchievements
Spider-Man 2,2 - Not Played,PlayStation Portable,RetroAchievements
Spider-Man 2,2 - Not Played,PlayStation 2,RetroAchievements
Spider-Man 2,2 - Not Played,Game Boy Advance,RetroAchievements
Spider-Man 2 - Enter: Electro,2 - Not Played,PlayStation,RetroAchievements
Spider-Man 2: The Sinister Six,2 - Not Played,Game Boy Color,RetroAchievements
Spider-Man 3,2 - Not Played,Game Boy Advance,RetroAchievements
Spider-Man 3,2 - Not Played,PlayStation 2,RetroAchievements
"Spider-Man and the X-Men in Arcade's Revenge",2 - Not Played,SNES/Super Famicom,RetroAchievements
Spider-Man vs The Kingpin,2 - Not Played,Master System,RetroAchievements
Spider-Man vs. The Kingpin,2 - Not Played,Genesis/Mega Drive,RetroAchievements
Spider-Man: Battle for New York,2 - Not Played,Game Boy Advance,RetroAchievements
Spider-Man: Edge of Time,2 - Not Played,PlayStation 3,Standalone
Spider-Man: Friend or Foe,2 - Not Played,PlayStation 2,RetroAchievements
"Spider-Man: Mysterio's Menace",2 - Not Played,Game Boy Advance,RetroAchievements
Spider-Man: Return of the Sinister Six,2 - Not Played,Game Gear,RetroAchievements
Spider-Man: Return of the Sinister Six,2 - Not Played,NES/Famicom,RetroAchievements
Spider-Man: Shattered Dimensions,2 - Not Played,Nintendo DS,RetroAchievements
Spider-Man: Shattered Dimensions,2 - Not Played,PlayStation 3,Standalone
Spider-Man: The Videogame,2 - Not Played,Arcade,RetroAchievements
Spider-Man: Web of Shadows - Amazing Allies Edition,2 - Not Played,PlayStation Portable,RetroAchievements
Spiders,2 - Not Played,Arcadia 2001,RetroAchievements
Spidersaurs,2 - Not Played,PC (Windows),Steam
Spike,2 - Not Played,Vectrex,RetroAchievements
Spin Master | Miracle Adventure,2 - Not Played,Arcade,RetroAchievements
Spin Rush,5 - Mastered,PC (Windows),Steam
Spinball,2 - Not Played,Vectrex,RetroAchievements
Spinch,2 - Not Played,PC (Windows),Steam
Spindizzy Worlds,2 - Not Played,SNES/Super Famicom,RetroAchievements
Spintires,2 - Not Played,PC (Windows),Steam
Spintires - Editor,6 - No Achievements & Not Interested,PC (Windows),Steam
Spiral Clicker,2 - Not Played,PC (Windows),Steam
Spiral Knights,2 - Not Played,PC (Windows),Steam
Spiral Splatter,2 - Not Played,PC (Windows),Steam
Spiral Splatter,2 - Not Played,PlayStation Vita,Standalone
Spirit Hunter: NG,2 - Not Played,PlayStation Vita,Standalone
Spirit Hunter: NG,2 - Not Played,PC (Windows),Steam
Spirit Of The Island,2 - Not Played,PC (Windows),Steam
Spirit of the North,2 - Not Played,PC (Windows),Steam
Spiritfarer,2 - Not Played,PC (Windows),Steam
Spiritle,2 - Not Played,PC (Windows),Steam
Spirits Abyss,2 - Not Played,PC (Windows),Steam
Spiritual Warfare & Wisdom Tree Collection,2 - Not Played,PC (Windows),Steam
Spiritwish,2 - Not Played,PC (Windows),Steam
Spitlings,2 - Not Played,PC (Windows),Steam
Splash,2 - Not Played,PC (Windows),Steam
Splash Lake,2 - Not Played,PC Engine CD/TurboGrafx-CD,RetroAchievements
Splasher,2 - Not Played,PC (Windows),Steam
Splatter Master,2 - Not Played,PlayStation 2,RetroAchievements
Splatterhouse,2 - Not Played,Arcade,RetroAchievements
Splatterhouse,2 - Not Played,PC Engine/TurboGrafx-16,RetroAchievements
SPLATTERHOUSE,2 - Not Played,PlayStation 3,Standalone
Splatterhouse 2,2 - Not Played,Genesis/Mega Drive,RetroAchievements
Splatterhouse 3,2 - Not Played,Genesis/Mega Drive,RetroAchievements
Splatterhouse: Wanpaku Graffiti,2 - Not Played,NES/Famicom,RetroAchievements
Splendor,2 - Not Played,PC (Windows),Steam
Splice,2 - Not Played,PlayStation 3,Standalone
Split/Second,2 - Not Played,PlayStation 3,Standalone
Splitgate,2 - Not Played,PC (Windows),Steam
Spoils Of War,2 - Not Played,PC (Windows),Steam
Spoko and Poko,2 - Not Played,PC (Windows),Steam
SpongeBob HeroPants,2 - Not Played,PlayStation Vita,Standalone
SpongeBob SquarePants: Battle for Bikini Bottom,2 - Not Played,PlayStation 2,RetroAchievements
SpongeBob SquarePants: Battle for Bikini Bottom,2 - Not Played,Game Boy Advance,RetroAchievements
SpongeBob SquarePants: Battle for Bikini Bottom,2 - Not Played,GameCube,RetroAchievements
SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,2 - Not Played,PC (Windows),Steam
SpongeBob SquarePants: Creature from the Krusty Krab,2 - Not Played,PlayStation 2,RetroAchievements
SpongeBob SquarePants: Legend of the Lost Spatula,2 - Not Played,Game Boy Color,RetroAchievements
"SpongeBob SquarePants: Lights, Camera, Pants!",2 - Not Played,PlayStation 2,RetroAchievements
"SpongeBob SquarePants: Lights, Camera, Pants!",2 - Not Played,Game Boy Advance,RetroAchievements
"SpongeBob Squarepants: Plankton's Robotic Revenge",2 - Not Played,PlayStation 3,Standalone
SpongeBob SquarePants: Revenge of the Flying Dutchman,2 - Not Played,PlayStation 2,RetroAchievements
SpongeBob SquarePants: Revenge of the Flying Dutchman,2 - Not Played,Game Boy Advance,RetroAchievements
SpongeBob SquarePants: SuperSponge,2 - Not Played,PlayStation,RetroAchievements
SpongeBob SquarePants: SuperSponge,2 - Not Played,Game Boy Advance,RetroAchievements
SpongeBob SquarePants: The Cosmic Shake,2 - Not Played,PC (Windows),Steam
SpongeBob SquarePants: The Movie,2 - Not Played,GameCube,RetroAchievements
SpongeBob SquarePants: The Movie,2 - Not Played,PlayStation 2,RetroAchievements
"SpongeBob's Atlantis SquarePantis",2 - Not Played,Game Boy Advance,RetroAchievements
"SpongeBob's Atlantis SquarePantis",2 - Not Played,PlayStation 2,RetroAchievements
"SpongeBob's Atlantis SquarePantis",2 - Not Played,Nintendo DS,RetroAchievements
"SpongeBob's Truth or Square",2 - Not Played,PlayStation Portable,RetroAchievements
"SpongeBob's Truth or Square",2 - Not Played,Nintendo DS,RetroAchievements
SPOOKWARE: Watch Party,2 - Not Played,PC (Windows),Steam
Spooky Station,2 - Not Played,PC (Windows),Steam
"Spooky's Jump Scare Mansion",2 - Not Played,PC (Windows),Steam
Spore,6 - No Achievements & Not Interested,PC (Windows),Steam
Spore Creatures,2 - Not Played,Nintendo DS,RetroAchievements
Spore: Creepy & Cute Parts Pack,6 - No Achievements & Not Interested,PC (Windows),Steam
Spore: Galactic Adventures,6 - No Achievements & Not Interested,PC (Windows),Steam
Sports Champions,2 - Not Played,PlayStation 3,Standalone
Sports Champions 2,2 - Not Played,PlayStation 3,Standalone
Sports Champions 2 (EU),2 - Not Played,PlayStation 3,Standalone
Sportsfriends,2 - Not Played,PlayStation 3,Standalone
Spot Goes to Hollywood,2 - Not Played,Genesis/Mega Drive,RetroAchievements
Spot: The Cool Adventure | McDonaldland,2 - Not Played,Game Boy,RetroAchievements
Spot: The Video Game,2 - Not Played,Game Boy,RetroAchievements
Spot: The Video Game,2 - Not Played,NES/Famicom,RetroAchievements
Sprung: A Game Where Everyone Scores | Sprung: The Dating Game,2 - Not Played,Nintendo DS,RetroAchievements
"Spud's Adventure",2 - Not Played,Game Boy,RetroAchievements
Spunky,2 - Not Played,WASM-4,RetroAchievements
Sputnika Game,2 - Not Played,PC (Windows),Steam
Spy Chameleon,2 - Not Played,PlayStation Vita,Standalone
Spy Hunter,2 - Not Played,ColecoVision,RetroAchievements
Spy Hunter,2 - Not Played,NES/Famicom,RetroAchievements
Spy Hunter,2 - Not Played,Atari 2600,RetroAchievements
Spy Hunter,2 - Not Played,PlayStation Vita,Standalone
Spy Muppets: License to Croak,2 - Not Played,Game Boy Advance,RetroAchievements
Spy vs Spy,2 - Not Played,NES/Famicom,RetroAchievements
Spy vs. Spy,2 - Not Played,PlayStation 2,RetroAchievements
SpyHunter,2 - Not Played,PlayStation 2,RetroAchievements
"Spyro 2: Ripto's Rage! | Spyro 2: Gateway to Glimmer",5 - Mastered,PlayStation,RetroAchievements
Spyro 2: Season of Flame,5 - Mastered,Game Boy Advance,RetroAchievements
Spyro Reignited Trilogy,5 - Mastered,PC (Windows),Steam
Spyro the Dragon,5 - Mastered,PlayStation,RetroAchievements
Spyro the Dragon [Japan],5 - Mastered,PlayStation,RetroAchievements
"Spyro: A Hero's Tail",2 - Not Played,PlayStation 2,RetroAchievements
Spyro: Attack of the Rhynocs | Spyro: Adventure,5 - Mastered,Game Boy Advance,RetroAchievements
Spyro: Enter the Dragonfly,4 - Beaten,PlayStation 2,RetroAchievements
Spyro: Season of Ice,5 - Mastered,Game Boy Advance,RetroAchievements
Spyro: Shadow Legacy,2 - Not Played,Nintendo DS,RetroAchievements
Spyro: Year of the Dragon,5 - Mastered,PlayStation,RetroAchievements
Sqoon,2 - Not Played,NES/Famicom,RetroAchievements
SQUAREBOY VS BULLIES,2 - Not Played,PlayStation Vita,Standalone
SquareCells,2 - Not Played,PC (Windows),Steam
Squareometry,2 - Not Played,PC (Windows),Steam
Squares,2 - Not Played,PlayStation Vita,Standalone
Squeaky Clean,2 - Not Played,PC (Windows),Steam
Squeeze Box,2 - Not Played,Atari 2600,RetroAchievements
Squid Jump,2 - Not Played,Arduboy,RetroAchievements
Squidlit,2 - Not Played,PC (Windows),Steam
Squids Odyssey,2 - Not Played,PC (Windows),Steam
Squirrel Stapler,2 - Not Played,PC (Windows),Steam
Squishy Tank,2 - Not Played,Nintendo DS,RetroAchievements
Sssnake,2 - Not Played,Watara Supervision,RetroAchievements
SSX,2 - Not Played,PlayStation 2,RetroAchievements
SSX,2 - Not Played,PlayStation 3,Standalone
SSX 3,2 - Not Played,PlayStation 2,RetroAchievements
SSX Tricky,2 - Not Played,PlayStation 2,RetroAchievements
Stack,6 - No Achievements & Not Interested,PC (Windows),Steam
Stacker Puzzle,2 - Not Played,PC (Windows),Steam
Stacking,2 - Not Played,PlayStation 3,Standalone
Stakes Winner,2 - Not Played,Arcade,RetroAchievements
STALCRAFT,2 - Not Played,PC (Windows),Steam
Stampede,2 - Not Played,Atari 2600,RetroAchievements
Star Apprentice: Magical Murder Mystery,2 - Not Played,PC (Windows),Steam
Star Castle,2 - Not Played,Vectrex,RetroAchievements
Star Chef 2: Cooking Game,2 - Not Played,PC (Windows),Steam
Star Command,2 - Not Played,PC (Windows),Steam
Star Conflict,2 - Not Played,PC (Windows),Steam
Star Crusade CCG,2 - Not Played,PC (Windows),Steam
Star Fetchers,2 - Not Played,PC (Windows),Steam
Star Fight,2 - Not Played,PC (Windows),Steam
Star Force,2 - Not Played,SG-1000,RetroAchievements
Star Force,2 - Not Played,NES/Famicom,RetroAchievements
Star Fox,2 - Not Played,SNES/Super Famicom,RetroAchievements
Star Fox 2,2 - Not Played,SNES/Super Famicom,RetroAchievements
Star Fox 64,2 - Not Played,Nintendo 64,RetroAchievements
Star Fox 64 [Subset - Bonus],2 - Not Played,Nintendo 64,RetroAchievements
Star Fox Adventures,2 - Not Played,GameCube,RetroAchievements
Star Fox Command,2 - Not Played,Nintendo DS,RetroAchievements
Star Fox: Assault,2 - Not Played,GameCube,RetroAchievements
Star Fox: Super Weekend - Competition Edition,2 - Not Played,SNES/Super Famicom,RetroAchievements
Star General,2 - Not Played,PC (Windows),Steam
Star Gladiator - Episode I: Final Crusade,2 - Not Played,PlayStation,RetroAchievements
Star Honor,2 - Not Played,Arduboy,RetroAchievements
Star Jacker,2 - Not Played,SG-1000,RetroAchievements
Star Ocean,2 - Not Played,SNES/Super Famicom,RetroAchievements
STAR OCEAN,2 - Not Played,PlayStation 3,Standalone
STAR OCEAN - THE LAST HOPE - 4K & Full HD Remaster,2 - Not Played,PC (Windows),Steam
STAR OCEAN Second Evolution,2 - Not Played,PlayStation Vita,Standalone
STAR OCEAN Second Evolution,2 - Not Played,PlayStation 3,Standalone
Star Ocean: The Second Story,2 - Not Played,PlayStation,RetroAchievements
Star Ocean: Till the End of Time,2 - Not Played,PlayStation 2,RetroAchievements
Star of Providence,2 - Not Played,PC (Windows),Steam
Star Parodier,2 - Not Played,PC Engine CD/TurboGrafx-CD,RetroAchievements
Star Raiders,2 - Not Played,PlayStation 3,Standalone
Star Realms,2 - Not Played,PC (Windows),Steam
Star Shift Origins,2 - Not Played,PC (Windows),Steam
Star Sky,2 - Not Played,PC (Windows),Steam
Star Sky 2,2 - Not Played,PC (Windows),Steam
Star Soldier,2 - Not Played,NES/Famicom,RetroAchievements
Star Solider: Vanishing Earth,2 - Not Played,Nintendo 64,RetroAchievements
Star Survivor,2 - Not Played,PC (Windows),Steam
Star Trek,2 - Not Played,PlayStation 3,Standalone
Star Trek Online,2 - Not Played,PC (Windows),Steam
Star Trek Prodigy: Supernova,2 - Not Played,PC (Windows),Steam
Star Trek Timelines,2 - Not Played,PC (Windows),Steam
Star Trek: 25th Anniversary,2 - Not Played,NES/Famicom,RetroAchievements
Star Trek: D·A·C,2 - Not Played,PlayStation 3,Standalone
Star Trek: Deep Space Nine - Crossroads of Time,2 - Not Played,SNES/Super Famicom,RetroAchievements
Star Trek: Deep Space Nine - Crossroads of Time,2 - Not Played,Genesis/Mega Drive,RetroAchievements
Star Trek: Starfleet Academy,2 - Not Played,SNES/Super Famicom,RetroAchievements
Star Trek: The Motion Picture,2 - Not Played,Vectrex,RetroAchievements
Star Trek: The Next Generation,2 - Not Played,Genesis/Mega Drive,RetroAchievements
Star Trek: The Next Generation,2 - Not Played,SNES/Super Famicom,RetroAchievements
Star Trek: The Next Generation - The Advanced Holodeck Tutorial,2 - Not Played,Game Gear,RetroAchievements
Star Wars,2 - Not Played,Arcade,RetroAchievements
Star Wars,2 - Not Played,NES/Famicom,RetroAchievements
Star Wars,2 - Not Played,Game Gear,RetroAchievements
Star Wars - Episode I: Battle for Naboo,2 - Not Played,Nintendo 64,RetroAchievements
Star Wars - Episode I: Jedi Power Battles,2 - Not Played,PlayStation,RetroAchievements
"Star Wars - Episode I: Obi-Wan's Adventures",2 - Not Played,Game Boy Color,RetroAchievements
Star Wars - Episode I: Racer,2 - Not Played,Nintendo 64,RetroAchievements
Star Wars - Episode I: The Phantom Menace,2 - Not Played,PlayStation,RetroAchievements
Star Wars - Episode II: Attack of the Clones,2 - Not Played,Game Boy Advance,RetroAchievements
